NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,Pb,27,mg/GJ,0.5,118,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_07,Tier 2 Emission Factor,Non-residential - Medium sized (1-50 kW) boilers,Wood,,NA,PM2.5,33,g/GJ,,,"Johansson et al. (2004), for BC Denier van der Gon et al. (2015) applied on Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_07,Tier 2 Emission Factor,Non-residential - Medium sized (1-50 kW) boilers,Wood,,NA,PM10,34,g/GJ,,,"Johansson et al. (2004), for BC Denier van der Gon et al. (2015) applied on Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_07,Tier 2 Emission Factor,Non-residential - Medium sized (1-50 kW) boilers,Wood,,NA,TSP,36,g/GJ,,,"Johansson et al. (2004), for BC Denier van der Gon et al. (2015) applied on Schmidl et al. (2011)"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,Zn,512,mg/GJ,80,1300,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,TSP,40,g/GJ,20,80,Denier van der Gon et al. (2015) applied on Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,SOx,11,g/GJ,8,40,US EPA (2003)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,PM2.5,37,g/GJ,18,74,Denier van der Gon et al. (2015) applied on Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,PM10,38,g/GJ,19,76,Denier van der Gon et al. (2015) applied on Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-45,Tier 2 Emission Factor,Wood combustion >1MW – Boilers,Wood,,NA,PCDD/F,100,ng I-TEQ/GJ,30,500,Hedman et al. (2006)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,CO,40,g/GJ,10,80,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-49_08,Tier 2 Emission Factor,Non-residential - Medium sized (50kW - 1MW) boilers,Wood,,NA,PM10,88.5,g/GJ,,,Average of Medium Sized 50kW-1MW for automatic & manual feed
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,HCB,5,µg/GJ,0.1,30,Syc et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Cu,3,mg/GJ,0.75,6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,TSP,105,g/GJ,41.5,166,Aggregate of Table 3.47 and Table 3.48
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Zn,512,mg/GJ,80,1300,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,SOx,11,g/GJ,8,40,US EPA (2003)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,PCDD/F,100,ng I-TEQ/GJ,30,500,Hedman et al. (2006)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,PCB,0.03,µg/GJ,0.006,0.3,Hedman et al. (2006)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Pb,27,mg/GJ,0.5,118,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,NOx,91,g/GJ,20,120,Lundgren et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,NMVOC,156,g/GJ,5,400,"Aggregate of Johansson et al. (2004) and Naturvårdsverket, Sweden"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Ni,2,mg/GJ,0.5,16,Hedberg et al. (2002); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,PM2.5,98.5,g/GJ,38.5,154,Aggregate of Table 3.47 and Table 3.48
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Hg,0.56,mg/GJ,0.2,1,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,As,1,mg/GJ,0.25,2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Cu,6,mg/GJ,4,89,Hedberg et al. (2002); Tissari et al. (2007); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Cr,23,mg/GJ,1,100,Hedberg et al. (2002); Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,CO,435,g/GJ,50,4000,"EN 303 class 5 boilers, 150-300 Kw, German test standard for 500 kW-1MW boilers"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Cd,13,mg/GJ,0.5,87,Hedberg et al. (2002); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Benzo(b)fluoranthene,16,mg/GJ,8,32,Boman et al. (2011); Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,Benzo(a)pyrene,10,mg/GJ,5,20,Boman et al. (2011); Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,BC,26,% of PM2.5,8.5,39,Aggregate of Table 3.47 and Table 3.48
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 Emission Factor,NA,Liquid Fuels,,NA,PCB,0.13,µg/GJ,0.013,0.22,Nielsen et al. (2010)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 Emission Factor,NA,Liquid Fuels,,NA,HCB,0.22,µg/GJ,0.022,1.5,Nielsen et al. (2010)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,"Indeno(1,2,3-cd)pyrene",4,mg/GJ,2,8,Boman et al. (2011); Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,NMVOC,15,g/GJ,9,15,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-9,Tier 1 Emission Factor,NA,Liquid Fuels,,NA,Cr,10,mg/GJ,0.1,40,Average of Tier 2 EFs for commercial/institutional liquid fuel combustion for all technologies
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Cd,0.3,mg/GJ,0.075,0.6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Benzo(k)fluoranthene,1,mg/GJ,0.5,2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Benzo(b)fluoranthene,2,mg/GJ,1,4,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Benzo(a)pyrene,1,mg/GJ,0.5,2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,As,1,mg/GJ,0.25,2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,PCDD/F,10,ng I-TEQ/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Zn,10,mg/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,SOx,140,g/GJ,84,140,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,PM2.5,3,g/GJ,0.75,6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,PM10,3,g/GJ,0.75,6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-46,Tier 2 Emission Factor,Wood combustion <1MW – Boilers,Wood,,NA,PM10,100.5,g/GJ,39.5,158,Aggregate of Table 3.47 and Table 3.48
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,NOx,100,g/GJ,50,100,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-25,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers > 1MW,Fuel oil (Residual fuel oil),,NA,Cr,20,mg/GJ,5,40,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Ni,300,mg/GJ,75,600,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,"Indeno(1,2,3-cd)pyrene",3,mg/GJ,0.75,6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,PCDD/F,10,ng I-TEQ/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Hg,0.1,mg/GJ,0.025,0.2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Cu,10,mg/GJ,2.5,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Cr,20,mg/GJ,5,40,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,CO,40,g/GJ,24,40,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Cd,0.3,mg/GJ,0.075,0.6,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Benzo(k)fluoranthene,6,1.5,12,10,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Benzo(b)fluoranthene,9,mg/GJ,2.25,18,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Benzo(a)pyrene,8,mg/GJ,2,16,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-24,Tier 2 Emission Factor,Fuel oil (Distillate fuel oil) combustion in boilers ≤ 1MW,Fuel oil (Distillate fuel oil),,NA,Pb,20,mg/GJ,5,40,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Benzo(a)pyrene,90,mg/GJ,13,150,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,PM2.5,130,g/GJ,72,220,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,HCB,0.62,µg/GJ,0.31,1.2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,"Indeno(1,2,3-cd)pyrene",0.617,mg/GJ,0.06,6.2,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Benzo(k)fluoranthene,0.845,mg/GJ,0.08,8.5,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Benzo(b)fluoranthene,1.244,mg/GJ,0.12,12.4,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Benzo(a)pyrene,0.079,mg/GJ,0.008,0.8,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,PCDD/F,40,ng I-TEQ/GJ,20,500,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,BC,6.4,% of PM2.5,2,26,Zhang et al. (2012)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,HCB,0.62,µg/GJ,0.31,1.2,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,"Indeno(1,2,3-cd)pyrene",40,mg/GJ,6,80,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Zn,201,mg/GJ,50,500,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Benzo(b)fluoranthene,110,mg/GJ,17,180,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Pb,167,mg/GJ,83,335,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,PCDD/F,200,ng I-TEQ/GJ,40,500,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Zn,200,mg/GJ,100,300,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Se,2,mg/GJ,0.5,3,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Ni,15,mg/GJ,2,20,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Cu,15,mg/GJ,8,30,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Cr,10,mg/GJ,1,15,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,As,4,mg/GJ,0.5,5,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Hg,6,mg/GJ,5,9,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Cd,2,mg/GJ,1,3,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Cr,23,mg/GJ,1,100,Hedberg et al. (2002); Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,Benzo(k)fluoranthene,50,mg/GJ,8,100,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,PM2.5,70,g/GJ,35,140,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,CO,570,g/GJ,50,4000,"EN 303 class 5 boilers, 150-300 kW"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,As,0.19,mg/GJ,0.05,12,Struschka et al. (2008)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,HCB,5,µg/GJ,0.1,30,Syc et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,NMVOC,300,g/GJ,5,500,"Naturvårdsverket, Sweden"
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,PCDD/F,100,ng I-TEQ/GJ,30,500,Hedman et al. (2006)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,PCB,0.06,µg/GJ,0.006,0.6,Hedman et al. (2006)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,NH3,1,g/GJ,0.1,8,DBFZ (2023)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Cd,13,mg/GJ,0.5,87,Hedberg et al. (2002); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-47,Tier 2 Emission Factor,Wood combustion <1MW - Manual Boilers,Wood,,NA,Ni,2,mg/GJ,0.5,16,Hedberg et al. (2002); Struschka et al. (2008); Lamberg et al. (2011)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Se,17,mg/GJ,1.7,34,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,CO,350,g/GJ,175,700,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-22,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Manual Boiler,Coal Fuels,,NA,PM10,140,g/GJ,76,240,Guidebook (2006) chapter B216
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Ni,37,mg/GJ,3.7,74,Thistlethwaite (2001)
1.A.4.c.i,Agriculture / forestry / fishing: Stationary,Table_3-23,Tier 2 Emission Factor,Advanced coal combustion techniques <1MWth - Automatic Boiler,Coal Fuels,,NA,Cu,192,mg/GJ,19.2,400,Thistlethwaite (2001)
